527369958,-2.4375,-0.9375,-1.0625,0.009999999776482582,-0.07999999821186066,0.26999998092651367
527378473,-2.25,-1.125,-0.875,0.009999999776482582,-0.07999999821186066,0.26999998092651367
527384890,-1.5625,-1.25,-0.9375,0.009999999776482582,-0.11999999731779099,0.29999998211860657
527390508,-1.5625,-1.25,-0.9375,0.0,-0.12999999523162842,0.26999998092651367
527395089,-0.9375,-1.375,-1.0,0.0,-0.12999999523162842,0.26999998092651367
527408015,-0.625,-1.5625,-0.9375,0.0,-0.09999999403953552,0.22999998927116394
527493934,-5.125,-1.5,-0.8125,0.0,-0.23999999463558197,-0.05999999865889549
527498188,-5.125,-1.5,-0.8125,0.0,-0.23999999463558197,-0.05999999865889549
527502275,-4.8125,-1.4375,-0.875,-0.019999999552965164,-0.22999998927116394,-0.1599999964237213
527509294,-4.8125,-1.4375,-0.875,-0.019999999552965164,-0.22999998927116394,-0.1599999964237213
527514739,-4.375,-1.375,-0.9375,-0.009999999776482582,-0.20999999344348907,-0.19999998807907104
527520470,-4.375,-1.375,-0.9375,0.0,-0.12999999523162842,-0.3199999928474426
527528902,-4.25,-1.3125,-0.9375,0.0,-0.12999999523162842,-0.3199999928474426
527533173,-4.375,-1.125,-1.0,0.009999999776482582,0.07999999821186066,-0.3400000035762787
527541448,-4.375,-1.125,-1.0,0.03999999910593033,0.19999998807907104,-0.35999998450279236
527546864,-4.625,-1.125,-0.875,0.03999999910593033,0.19999998807907104,-0.35999998450279236
527552304,-4.9375,-0.8125,-0.9375,0.04999999701976776,0.29999998211860657,-0.38999998569488525
527558043,-4.9375,-0.8125,-0.9375,0.04999999701976776,0.29999998211860657,-0.38999998569488525
527568266,-5.0625,-0.875,-0.75,0.03999999910593033,0.3999999761581421,-0.4899999797344208
527573672,-5.5,-0.4375,-0.625,0.05999999865889549,0.4399999976158142,-0.5799999833106995
527580802,-5.5,-0.4375,-0.625,0.05999999865889549,0.4399999976158142,-0.5799999833106995
527586313,-5.6875,-0.125,-0.5,0.05999999865889549,0.4399999976158142,-0.5899999737739563
527591863,-5.6875,0.125,-0.0625,0.05999999865889549,0.3999999761581421,-0.5299999713897705
527600216,-5.6875,0.125,-0.0625,0.05999999865889549,0.3999999761581421,-0.5299999713897705
527604282,-5.1875,0.3125,-0.125,0.029999999329447746,0.1899999976158142,-0.3199999928474426
527609693,-5.1875,0.3125,-0.125,0.029999999329447746,0.1899999976158142,-0.3199999928474426
527615104,-4.0625,0.25,0.0625,0.009999999776482582,0.05999999865889549,-0.22999998927116394
527621105,-4.0625,0.25,0.0625,0.009999999776482582,0.05999999865889549,-0.22999998927116394
527643791,3.375,-0.3125,-0.0625,-0.009999999776482582,-0.20999999344348907,0.11999999731779099
527648070,3.375,-0.3125,-0.0625,-0.009999999776482582,-0.20999999344348907,0.11999999731779099
527723086,1.625,0.0625,0.0625,0.04999999701976776,0.17999999225139618,-0.09999999403953552
527731390,1.625,0.0625,0.0625,0.04999999701976776,0.17999999225139618,-0.09999999403953552
527743447,-2.8125,0.8125,0.1875,0.029999999329447746,0.23999999463558197,0.12999999523162842
527748987,-2.8125,0.8125,0.1875,0.029999999329447746,0.23999999463558197,0.12999999523162842
527753046,-1.25,0.25,0.5625,0.03999999910593033,0.17999999225139618,0.11999999731779099
527761453,-1.25,0.25,0.5625,0.03999999910593033,0.17999999225139618,0.11999999731779099
527769850,1.0625,-0.1875,0.4375,0.009999999776482582,0.03999999910593033,0.4699999988079071
527777449,3.625,-0.5625,0.4375,0.0,0.1599999964237213,0.7099999785423279
527783054,6.625,-1.625,0.625,0.11999999731779099,0.23999999463558197,1.2699999809265137
527789898,6.625,-1.625,0.625,0.11999999731779099,0.23999999463558197,1.2699999809265137
527795716,11.0,-2.625,0.4375,0.14000000059604645,0.3700000047683716,1.0699999332427979
527800025,11.0,-2.625,0.4375,0.14000000059604645,0.3700000047683716,1.0699999332427979
527802911,11.0,-2.625,0.4375,-0.009999999776482582,-0.2199999988079071,0.8299999833106995
527812832,16.0625,-3.0,0.1875,-0.10999999940395355,-0.429999977350235,0.20999999344348907
527818453,19.1875,-3.5625,0.0,-0.10999999940395355,-0.429999977350235,0.20999999344348907
527823854,20.3125,-3.875,0.25,-0.08999999612569809,-0.5699999928474426,-0.2199999988079071
527831951,20.3125,-3.875,0.25,-0.08999999612569809,-0.5699999928474426,-0.2199999988079071
527843265,19.1875,-3.75,-0.125,0.07999999821186066,-0.3999999761581421,0.20999999344348907
527848677,17.75,-3.75,-0.25,0.07999999821186066,-0.3999999761581421,0.20999999344348907
527854084,15.4375,-3.5625,-0.25,0.07000000029802322,-0.3100000023841858,0.07999999821186066
527859731,15.4375,-3.5625,-0.25,0.07000000029802322,-0.3100000023841858,0.07999999821186066
527864034,13.125,-2.75,-0.3125,0.009999999776482582,-0.28999999165534973,0.029999999329447746
527872437,13.125,-2.75,-0.3125,0.009999999776482582,-0.28999999165534973,0.029999999329447746
527879241,9.6875,-2.0,-0.25,-0.019999999552965164,-0.3499999940395355,-0.17000000178813934
527884881,5.0,-1.625,-0.25,-0.03999999910593033,-0.5299999713897705,-0.3499999940395355
527892604,5.0,-1.625,-0.25,-0.03999999910593033,-0.5299999713897705,-0.3499999940395355
527902783,0.9375,-1.1875,-0.25,0.0,-0.5999999642372131,0.03999999910593033
527909860,-1.125,-0.6875,-0.5,0.0,-0.5999999642372131,0.03999999910593033
527914124,-1.5,-0.375,-0.75,-0.05999999865889549,-0.9399999976158142,0.17000000178813934
